SUBDIVISIONS,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,FLOOD
Kamle,2022,32.74747919,94.329721,53.2933283,347.62554,383.5754746,760.634035,214.1820371,462.6119195,168.1211154,242.3636,13.00398777,15.08092085,2787.569159,NO
Kamrup,2022,26.0289828,41.9674402,64.9687943,253.745173,372.3586875,807.891129,272.613556,269.7188063,181.8794827,0,11.47294975,12.95081018,2315.595812,NO
Kamrup Metro,2022,33.35069786,30.3658362,27.054128,137.4616938,197.7012871,360.109066,211.9410443,265.7427997,263.140517,104.647026,11.43011476,14.25725782,1657.201469,NO
Kamrup Rural,2022,0,0,0,0,0,0,0,0,0,131.417182,0,0,131.417182,NO
Kanchipuram,2022,37.285937,2,3.847859,4.9958799,59.23185,91.68502943,136.4299679,143.5354786,59.03623249,95.110595,252.488763,315.2111885,1200.858781,NO
Kandhamal,2022,73.976623,2.4766149,3,40.66565223,128.7232288,169.3492147,475.89524,588.123897,219.2681576,165.4241,14.5579595,15.63999089,1897.100679,NO
Kangpokpi,2022,24.160055,46.662536,13.42842554,138.0546848,283.0831001,303.876435,180.4473099,264.4621955,64.8512808,69.63949134,11.18488124,13.89797492,1413.74837,NO
Kangra,2022,188.2352486,70.2995139,12.60930392,13.37731832,62.29858256,119.6721884,439.594958,370.7963453,164.539192,60.505626,23.17847898,17.88203203,1542.988788,NO
Kanker,2022,96.210827,2.3483395,3.330859,20.125888,21.5422463,141.9781972,535.644202,577.2757486,177.6159567,0,11.29218076,16.5875841,1603.952029,NO
Kannauj,2022,21.1569856,6.524391,3,4,13.881892,28.8583624,104.6401576,203.2127378,146.0195385,104.2096819,11.2894455,12.00152769,658.7947201,NO
Kanniyakumari,2022,17.488038,18.71359992,16.429141,185.810317,77.05800276,25.81190639,55.43502566,119.6586771,85.29142039,0,151.975651,87.7734922,841.4452714,NO
Kannur,2022,1,2.2940254,43.92580934,140.2907399,353.2856632,354.220277,1079.950673,564.7448933,215.0527213,64.9808007,63.06802783,54.37833044,2937.191961,NO
Kanpur,2022,0,0,0,0,0,0,0,0,0,157.08448,0,0,157.08448,NO
Kanpur Dehat,2022,27.87207,6.08263,3,4,10.2045953,18.2653028,77.2238983,166.889171,176.529469,120.00555,11,12.00000353,633.07269,NO
Kanpur Nagar,2022,46.4945268,6.35863427,3,4,10.89451195,29.215061,119.7557454,166.6071443,171.4291699,0,11,12.00014509,580.7549387,NO
Kanyakumari,2022,0,0,0,0,0,0,0,0,0,27.1963373,0,0,27.1963373,NO
Kapurthala,2022,194.8364619,42.429116,4.33291,4.162012,37.94870972,71.8138529,355.4566801,102.9369319,80.23546541,35.89375,11.60150779,12.34197284,953.9893706,NO
Karaikal,2022,99.189131,80.364829,30.6224843,53.6686129,30.576669,13.958899,39.3316434,106.7558809,76.02406255,29.32092,214.004229,133.1921952,907.0095563,NO
Karauli,2022,31.058745,3.25407,3.493416,4,11.7622784,82.43401642,268.8575971,223.3945506,132.0184991,181.620549,11.9546883,12,965.8484099,NO
Karbi Anglong,2022,30.824715,51.40281894,18.93450143,178.7035291,181.5689329,194.426223,229.0730244,236.0196624,143.4914688,99.1002565,11.39353545,13.27757594,1388.216244,NO
Kargil,2022,88.64329035,60.8830745,15.27885884,10.3956786,43.8956363,34.3003788,149.2590689,27.3407686,17.05618387,18.4918509,57.71193572,31.0037691,554.2604945,NO
Karimganj,2022,21.552108,35.3915468,89.72980508,221.1378171,631.4824155,824.294888,471.4212404,257.959303,234.115448,114.6583808,11.0994785,15.3082408,2928.150672,NO
Karimnagar,2022,47.25893797,2,3.0277958,4.2283243,27.82303755,143.9386344,550.6561798,299.6489367,283.8430257,63.1620845,11.00018714,13.16388524,1449.751029,NO
Karnal,2022,107.0344749,32.19093348,3,4.00585577,62.58583135,51.45427388,272.4037403,115.1968275,188.8540512,31.53097307,11.0310682,12.0459026,891.3339322,NO
Karur,2022,21.14378,2.5520677,23.13889,41.7238311,60.20801331,83.62121873,49.30596371,107.6906888,55.5668745,80.375273,71.044464,62.15762839,658.5286932,NO
Kasaragod,2022,1.00117597,4.6276,54.14441477,157.3908645,355.8863815,473.765834,1675.5683,642.721116,176.9779275,103.0101467,46.76836338,50.9367618,3742.798886,YES
Kasganj,2022,40.65111368,25.3176606,3,4,29.31641634,15.77078986,116.0933408,186.2046349,276.1727639,167.318709,11.1355432,12.00139776,886.98237,NO
Kathua,2022,258.5080854,78.56746571,5.34058571,9.77549027,90.49517705,129.4602227,421.3928027,282.5788498,110.5016308,59.09516041,23.76264089,12.97598259,1482.454094,NO
Katihar,2022,4.3896395,44.24663676,5.8584084,40.6182467,180.3705168,221.3084,136.9755226,227.7694567,234.3552496,146.51351,11.03125242,12.03763052,1265.47447,NO
Katni,2022,32.2103496,2.9766692,3.06116,4,16.04552504,135.6232772,246.9023365,354.6387507,128.6436969,70.8010624,11.00258014,12.35206423,1018.257472,NO
Kaushambi,2022,50.40688945,2,3,4,16.6633899,53.53121,164.0317032,180.3822111,234.9665815,120.05197,11,12.00607511,852.0400303,NO
Kendrapara,2022,26.9077609,24.734036,4.85812,6.627961,79.3133591,72.4528339,289.5431877,408.1707927,227.4302635,0,11.14349071,12.1110015,1163.292807,NO
Kendraparha,2022,0,0,0,0,0,0,0,0,0,188.407906,0,0,188.407906,NO
Kendujhar,2022,36.0016386,25.7491312,7.9194966,23.8054697,111.8844631,162.61712,319.398319,435.252149,160.149242,0,11.00640997,12.27539189,1306.058831,NO
Keonjhar (Kendujhar),2022,0,0,0,0,0,0,0,0,0,105.37869,0,0,105.37869,NO
Khagaria,2022,6.85209229,45.9367831,3,18.424538,90.72070284,140.692966,69.24068854,180.3543497,203.3397636,130.9728132,11.00223804,12.21862989,912.7555651,NO
Khammam,2022,28.3702758,2,9.794381,7.9287969,41.48924405,149.3938102,402.9483522,318.1040904,145.2289459,95.6930151,11.9922711,18.61665027,1231.559833,NO
Khargone,2022,7.024658,2,4.52635575,4,5.0618411,84.30587829,341.110239,321.7528302,207.7462318,0,11,16.04107765,1004.569112,NO
Kheda,2022,1.37577025,2,3,4,5,61.48476348,418.08174,181.579548,99.8819256,70.90859714,11,12.01002178,870.3223662,NO
Kheri,2022,34.3055181,48.45300581,3,4,81.47818461,101.0852897,282.1140735,316.5060344,268.2348109,343.21085,11,12.0746689,1505.462436,NO
Khordha,2022,25.2831,19.68423,3.0672278,4.1101093,104.0548455,60.9437499,434.920432,471.3271418,261.4562076,187.277562,12.0112803,13.9221168,1598.058003,NO
Khowai,2022,24.7155411,36.7047719,51.072609,82.2069032,450.559232,406.5352789,233.556549,277.3389914,378.2320079,155.92804,11.14063298,13.96893906,2121.959496,NO
Khunti,2022,32.61844931,41.90456431,6.230517,4.128121,51.46891709,104.5873122,259.691099,310.3988561,153.1276496,54.41436174,11.124558,12.1099594,1041.804365,NO
Kinnaur,2022,82.0948634,44.1023654,8.422953,13.5122054,42.09780775,27.96098691,110.014204,66.4529021,48.47290601,20.359202,29.4050653,14.51318487,507.4086461,NO
Kiphire,2022,30.517781,51.4921405,19.787366,142.5449106,148.2065372,259.37136,168.3368907,207.4933095,168.1736753,73.00313,11.88866772,23.77499732,1304.590766,NO
Kishanganj,2022,3.702827,28.006058,13.642814,102.5998024,294.8572606,976.098551,357.3163818,417.852923,312.5944142,175.2871339,11.00218828,12.01401269,2704.974367,NO
Kishtwar,2022,161.2097239,74.95129853,14.66930981,17.89200048,79.044377,87.9844206,236.8652327,59.30936703,28.41203235,27.58079976,76.6719482,37.26238367,901.852894,NO
Koch Bihar,2022,0,0,0,0,0,0,0,0,0,258.43926,0,0,258.43926,NO
Kodagu,2022,1,2.1992584,49.988846,131.3494309,288.6785181,177.3069619,713.997467,708.7358295,258.1049563,89.534196,34.78798777,33.06703548,2488.750487,NO
Kodarma,2022,0,0,0,0,0,0,0,0,0,132.6250339,0,0,132.6250339,NO
Koderma,2022,29.92324,51.16555,3,6.4883586,50.8475107,145.0125618,136.9178614,183.7668944,334.1519669,0,11,12.48427609,964.7582199,NO
Kohima,2022,25.000986,50.4943,11.7349086,147.588074,150.788104,261.085395,171.3555909,230.027099,147.888403,81.756928,11.29223988,22.20983173,1311.22186,NO
Kokrajhar,2022,11.316863,63.5649568,25.33994,477.3249256,644.9314046,1339.931485,188.2565228,381.409112,364.1919573,252.06139,11.31385075,12.00083834,3771.643247,YES
Kolar,2022,8.5697509,2,11.66583733,30.24702667,188.1798535,156.3331408,101.1529288,301.4077483,102.8538706,84.1995854,50.03587292,110.2796772,1146.925292,NO
Kolasib,2022,19.4410921,31.59802,45.4306154,158.2118102,520.7388846,633.091531,459.2609669,279.442431,191.1314892,90.042064,12.27671394,15.57390446,2456.239523,NO
Kolhapur,2022,1.0834242,2,10.84073674,55.0561353,66.21206038,137.4690248,568.38685,467.525352,254.0767993,134.1153453,11.24775336,13.65125686,1721.664738,NO
Kolkata,2022,22.864045,45.4174483,3,4.0642413,216.977384,89.280884,117.9565984,295.8340041,245.9236376,82.53717,11.00013498,12.01896558,1146.874513,NO
Kollam,2022,24.7636396,14.02500401,62.87393598,258.1361358,325.282986,146.9620577,279.1456467,264.7048765,89.18530543,49.79382762,186.067156,98.96927379,1799.909845,NO
Kondagaon,2022,102.6725273,2.5364998,5.11645,22.2085029,53.3349704,122.6514987,496.710261,465.7989323,112.7507138,54.5483012,11.0846878,15.5405166,1464.953862,NO
Koppal,2022,1,2,8.340835,22.59534736,133.2971178,74.89204796,121.660781,210.9591366,108.5757002,141.2053778,11.80344658,33.35976527,869.6895555,NO
Koraput,2022,53.3486873,6.8520215,4.63756086,27.14120058,116.5623321,117.9404464,346.49539,459.6143984,244.8806243,158.31716,18.34382937,25.47345082,1579.607102,NO
Korba,2022,29.770644,27.773388,3.4451601,4.571975,26.84615225,175.9048782,315.019013,439.1069304,222.7304299,64.7407986,11.0176107,12.13737073,1333.064351,NO
Korea,2022,20.74198256,16.983072,5.65564,4.0199636,13.50212665,139.422848,210.0151406,349.2672463,171.2154556,82.5745965,11,13.19282338,1037.590895,NO
Kota,2022,14.935505,2,6.38807,4,12.4858914,124.2294211,435.333326,310.5863247,124.5898684,96.7022,11.00001856,12.00004408,1154.250669,NO
Kottayam,2022,6.6858212,25.75845552,70.3692642,330.0060801,479.6359893,342.999418,589.751802,585.8417617,189.5977368,101.3412109,181.16825,140.1092245,3043.265014,YES
Kozhikode,2022,2.35427346,3.5977202,41.2168048,137.2850614,369.541881,376.935191,914.805708,486.345283,235.8487499,56.1218074,64.7462248,107.8540075,2796.652712,NO
Kra Daadi,2022,31.42586982,60.67855921,142.6747731,462.8493777,470.2484666,650.94191,224.0310541,348.4429227,241.7233841,96.642862,18.764688,21.76844853,2770.192316,NO
Krishna,2022,22.4434623,2.00583315,4.414233499,5.394272,46.06007593,115.4661399,288.3269855,185.0977234,188.9914229,152.5641266,19.60587775,35.80574301,1066.175896,NO
Krishnagiri,2022,6.2299237,2.0462965,7.6099721,39.88092485,197.746667,121.3445075,125.5677178,319.876582,106.2538352,96.99923,93.21600911,105.4611784,1222.232844,NO
Kulgam,2022,194.0308691,131.5641892,21.53659987,37.9609179,87.43551389,138.3859729,147.5712261,206.9074686,33.15588023,18.7827587,85.86638187,46.56910857,1149.766887,NO
Kullu,2022,151.2499056,99.21015818,12.07151011,23.62329059,77.7227488,61.76165874,290.7058042,179.5473217,85.97054047,66.7807849,26.37982133,19.93472063,1094.958265,NO
Kumuram Bheem,2022,0,0,0,0,0,0,0,0,0,46.7434877,0,0,46.7434877,NO
Kumuram Bheem Asifabad,2022,59.6043,2,3.277955,4.53967733,15.2008034,204.032216,838.62186,458.2537038,383.1155367,0,11.09030995,18.28652476,1998.022887,NO
Kupwara,2022,89.8130378,63.8013262,46.817105,46.9237194,57.7157912,83.6877812,67.2049954,134.8626577,32.46232057,10.9767146,101.6204032,18.16475741,754.0506097,NO
Kurnool,2022,8.310014555,2,5.167888547,11.78777296,88.40139833,91.80490111,106.550717,158.660117,99.60658866,129.3798505,17.9552683,39.89068546,759.5152025,NO
Kurukshetra,2022,117.2445256,45.04595469,3,4.0347479,63.7365259,53.07533899,209.9267472,59.49269455,199.0891535,60.174952,11.0241669,12.00835983,837.8531671,NO
Kurung Kumey,2022,30.400984,59.58887003,141.345707,446.3147449,446.1833539,643.11007,224.4286912,176.472023,78.87541427,125.2192734,24.34153564,24.55859613,2420.839263,NO
Kushi Nagar,2022,9.37101475,30.11558642,3,13.5317309,71.3494972,101.0671893,67.1589357,285.4127404,175.537064,0,11.00015566,12.52350996,780.0674242,NO
Kushinagar,2022,0,0,0,0,0,0,0,0,0,84.8140471,0,0,84.8140471,NO
Lahul & Spiti,2022,126.098658,69.1590692,11.14710694,17.04902519,50.7652921,37.30160819,185.67287,77.9601322,35.07735064,34.693058,28.11346485,28.23012757,701.2677629,NO
Lakhimpur,2022,31.23268533,76.6858549,48.7665901,380.3103803,311.9540688,554.76995,332.9264439,351.2306365,277.5895233,242.656955,11.33046961,20.63878721,2640.092345,NO
Lakhisarai,2022,10.20908116,33.917233,3,5.17654,57.282667,139.7553882,92.48528,123.0591425,162.0877037,124.3283423,11,12.15728734,774.4586651,NO
Lakshadweep,2022,0,0,0,0,0,0,0,0,0,10,0,0,10,NO
Lakshadweep District,2022,1,2,3,4,5,6,7,8,9,0,11,12,68,NO
Lalitpur,2022,94.4585818,2,3.642768,4,24.20976769,118.688336,210.5405584,348.0854201,240.6543824,77.88704029,11.2366057,12.08534061,1147.488801,NO
Latehar,2022,20.094935,41.609333,3.01829849,4.4286499,67.2662019,115.8005677,163.339632,289.1687805,227.649667,79.827164,11,12.01696337,1035.220193,NO
Latur,2022,2.7785895,2,3.42584882,4.82464581,16.92166275,182.0546567,384.218947,172.9682366,253.4730505,74.810517,11.22699775,12.42339269,1121.126545,NO
Lawngtlai,2022,4.5840416,81.01917317,3.833883,20.2152707,286.3629545,328.455556,303.9015253,222.2066219,184.220989,255.447816,11.00167265,12.33968745,1713.589191,NO
Leh,2022,0,0,0,0,0,0,0,0,0,11.92132892,0,0,11.92132892,NO
Leh Ladakh,2022,34.99218756,28.6888716,14.25984901,13.59287079,17.08745441,23.09703202,69.1806803,39.3359813,16.68278413,0,65.684529,47.8759463,370.4781864,NO
Lepa Rada,2022,0,0,0,0,0,0,0,0,0,281.6229384,0,0,281.6229384,NO
Leparada,2022,38.5114416,87.70780457,58.56106206,376.7385403,351.1983372,710.5573678,248.715824,383.4705253,421.169331,0,12.2144355,13.44390905,2702.288578,NO
Lohardaga,2022,35.490623,36.532817,3.01805787,4.7471639,57.6397464,107.0032374,171.0410009,287.3345379,260.5588908,81.7525265,11,12.02278909,1068.141391,NO
Lohit,2022,61.8295128,81.0421,106.433602,673.260842,350.2058865,399.9322864,240.3032771,184.756092,130.407258,143.7414603,11.03312339,24.88331991,2407.82876,NO
Longding,2022,23.41197091,46.04937665,39.87854316,365.2778349,281.6524021,428.994108,383.720542,176.3901604,120.0943359,83.9604659,11.612722,12.40867501,1973.451137,NO
Longleng,2022,37.18049568,69.1431782,32.22368529,261.0494856,227.9560507,315.203386,370.6347713,294.6366111,153.8836599,98.4679521,11.89149565,13.7195327,1885.990304,NO
Lower Dibang Valley,2022,68.46156221,96.0176561,93.54083805,676.9267738,414.5640046,689.1578235,416.1459292,244.4918001,244.7141554,348.371761,11.21560975,33.60903108,3337.216945,YES
Lower Siang,2022,38.6307797,92.5338336,65.1773901,399.9550527,347.7178742,672.373318,262.1360815,458.7611821,285.8028725,252.7868413,11.19185502,15.17006938,2902.23715,NO
Lower Subansiri,2022,23.2082527,86.54681265,47.2361977,376.1772654,495.8320027,1004.01896,290.5661803,370.3567315,119.9238793,378.56695,14.36907911,15.83968859,3222.642,YES
Lucknow,2022,23.886161,12.188708,3,4,25.56549947,42.13579436,104.9102645,144.4344396,226.2876704,205.696172,11,12.0830956,815.1878049,NO
Ludhiana,2022,115.3443931,38.13828402,3.425242,4.8714833,31.27953405,58.83022585,291.043069,81.0330074,134.6441559,32.68390429,12.32194894,12.54243333,816.1576812,NO
Lunglei,2022,6.3203527,86.637657,8.9787672,38.4697486,285.619631,282.731197,343.5333986,272.251342,170.4837285,185.33197,11.16656887,13.07277723,1704.597139,NO
Madhepura,2022,3.9405097,26.26661208,4.79378,31.03027,118.2669517,276.9339048,118.0887763,203.0687796,245.65674,124.913585,11.00604747,12.0459072,1176.011864,NO
Madhubani,2022,2.710567887,22.9452571,3,31.81265715,192.4371141,335.5419038,170.5088994,259.3904483,181.3509082,110.4443333,11,12.0615009,1333.20359,NO
Madurai,2022,26.8885469,2.27319498,5.34572278,86.9400522,81.85593811,84.96335807,167.5453099,197.8059458,82.65419913,88.1686534,114.885162,72.70375311,1012.029836,NO
Mahabubabad,2022,88.70605283,2,7.635194,4.085394085,29.47796441,234.432454,595.6146311,307.1469144,233.7712917,70.6628364,11.78760852,14.17419,1599.494531,NO
Mahabubnagar,2022,9.2416936,2,5.2322591,21.21815441,37.10664461,142.9116707,315.6267414,282.1174251,118.7267889,139.1883053,11.80993103,19.40027873,1104.579893,NO
Maharajganj,2022,15.6801336,38.109965,3,20.1977067,77.1006198,159.5374964,103.2872239,370.717869,247.2197024,230.2183822,11.00026211,12.2773801,1288.346741,NO
Mahasamund,2022,32.64009955,4.71961357,3.18897257,19.154074,27.09679959,95.93530764,445.6459513,450.1494405,144.8483614,64.583374,11.03123385,12.59388277,1311.587111,NO
Mahe,2022,1,2,36.5,136,444.9,534.1,922.6,559.8729,205.904,41.9,84.64,66.4,3035.8169,YES
Mahendragarh,2022,68.481159,5.6864816,3,4.622742,20.343623,49.986868,240.191552,120.1622911,157.8505173,82.034829,13.6073621,12,777.967425,NO
Mahesana,2022,2.83903239,2,3,4,5,28.28667978,361.1028596,331.239761,65.84362325,22.33864535,11,12.00585036,848.6564517,NO
Mahisagar,2022,1.21594,2,3,4,5,70.8057001,433.770499,281.3158293,120.1851652,77.27223,11,12.00460295,1021.569967,NO
Mahoba,2022,67.52271416,2.026207264,3.0203862,4,24.088404,25.7002868,157.1262274,285.9372526,205.8499872,140.2647374,11.00244774,12.02214233,938.5607932,NO
Mainpuri,2022,26.135511,8.30392421,3,4,20.2718674,21.00199821,143.0919965,203.8986146,151.7768443,125.427505,14.85382,12,733.7620812,NO
Majuli,2022,25.8966676,65.42011993,41.12566299,307.0162664,241.797551,366.252991,366.7282444,246.8834814,218.9554469,147.449122,11.0781819,13.25082687,2051.854562,NO
Malappuram,2022,5.7398268,2.470489544,39.52591936,102.2444902,305.9117983,271.311247,771.1308672,473.2500234,217.5598458,75.45120694,99.025391,92.42910688,2456.050212,NO
Maldah,2022,10.2612078,48.4394649,9.091656,28.971102,123.9769524,73.5790844,124.4117528,238.6581453,164.2777569,78.083602,11.0298642,12.02120098,922.8017897,NO
Malkangiri,2022,33.1459665,5.4020537,6.4344877,51.59656694,92.5036698,95.9742274,417.477456,371.3020175,250.7451663,101.11808,14.55091829,29.37678335,1469.627393,NO
Mamit,2022,11.07516602,35.4532186,29.2485773,62.8221856,350.9748616,342.1100992,349.2624845,253.3313598,201.519664,92.890899,12.12447532,14.544182,1755.357173,NO
Mancherial,2022,44.000771,2,3.40414852,4.1915368,29.5972316,137.9038056,967.8787,408.1579121,412.5816093,43.25232774,11.04370866,13.54579082,2077.557542,NO
Mandi,2022,148.0159441,88.7090277,12.44199564,16.1785308,97.90827996,91.15835472,305.381689,353.8176415,131.018323,64.60939953,14.75416737,12.84958243,1336.842936,NO
Mandla,2022,32.73260459,19.387691,4.452031664,4.155975,20.62309208,148.3560537,435.94588,405.165783,225.460295,98.46743088,11.01945,12.30865088,1418.074938,NO
Mandsaur,2022,19.7893535,2,8.730932,4,10.0060844,59.365982,464.288539,476.7328773,114.9681673,94.62967554,11.12671366,12.3014876,1277.939812,NO
Mandya,2022,1.8681693,2,26.7871604,82.10071642,278.3123349,177.0056419,301.05862,452.2038225,128.8044532,78.34538661,39.6775509,42.44121383,1610.60507,NO
Mansa,2022,53.7280342,14.49871,3.182332,4.138266,32.56123856,26.8258138,170.0443508,95.83362687,102.9556003,25.507489,12.25114293,12.27312856,553.7997331,NO
Marigaon,2022,36.362904,33.502893,18.306896,166.1643786,225.106222,394.77274,288.572546,194.5202624,75.76787807,113.17561,11.6842617,12.35043563,1570.287027,NO
Mathura,2022,27.4701385,14.1486741,3.0422792,4,31.83892192,35.658922,212.9732116,172.9353998,114.1191674,157.53267,13.43727025,12,799.1566548,NO
Mau,2022,25.9940062,13.895123,3,4,42.66073,101.42512,71.7513156,265.0628296,246.4900889,82.355976,11.03354,12.01163639,879.6803657,NO
Mayurbhanj,2022,25.35516426,32.45988933,7.921446929,23.74727112,107.28661,189.7787045,329.519783,473.4043763,201.360684,150.770176,11.07377442,12.15725226,1564.835132,NO
Medak,2022,20.01027025,2,3.02643721,11.08857981,61.47918643,136.9624992,515.364107,224.0439518,241.3186143,73.31928152,11.14528905,14.39142551,1314.149642,NO
Medchal Malkajgiri,2022,34.978003,2,3.0054707,18.6352184,54.73069716,142.6287188,324.7769165,171.296903,190.3683067,0,11.39981228,20.1239275,973.943974,NO
Medchal-Malkajgiri,2022,0,0,0,0,0,0,0,0,0,78.6221026,0,0,78.6221026,NO
Medinipur East,2022,24.9476106,44.216522,9.861505,6.45648411,155.0152696,159.1238975,233.705072,382.5466424,278.5370877,0,11.19158684,12.11397415,1317.715652,NO
Medinipur West,2022,40.36767027,39.0698416,5.0246673,8.57680133,150.193382,137.2328794,232.999934,361.0637069,208.4217028,0,11.01376029,12.02806435,1205.99241,NO
Meerut,2022,128.067186,43.6939066,3,4,54.22717861,72.52776716,170.333929,121.887882,176.7147026,199.352797,11.0458268,12,996.8511758,NO
Mewat,2022,0,0,0,0,0,0,0,0,0,146.524548,0,0,146.524548,NO
Mirpur,2022,217.4491581,67.34574519,22.50284997,19.1331454,76.05900119,169.4715536,266.5139225,191.4739582,63.77132352,23.276585,78.4661324,17.54007346,1213.003448,NO
Mirzapur,2022,20.7520241,6.1215423,3,4,15.05099459,86.69362884,166.7095721,224.4262933,177.498446,110.2946218,11,12.06891687,837.6160398,NO
Moga,2022,103.4930576,30.997317,3.102892,4.1904805,27.053592,58.382102,246.0209988,66.61925144,92.22554662,23.781738,11.15087704,12.55983039,679.5776833,NO
Mokokchung,2022,39.28559282,68.24473809,26.92916396,208.2249745,196.9781655,287.87778,339.2461576,252.7240874,140.2957962,86.73034604,11.653426,13.2985879,1671.488816,NO
Mon,2022,30.8677508,61.204019,41.48154199,366.0274138,292.1794556,442.79409,417.3023118,252.186915,173.8681312,106.162567,12.09247765,13.49342888,2209.660103,NO
Moradabad,2022,75.39338995,42.62865247,3,4.00812712,28.04619812,38.37385855,55.4066629,131.1314285,192.94495,185.9180906,11.00392361,12.00062792,779.8559098,NO
Morbi,2022,1.2147631,2,3,4,5,55.88049244,311.59632,166.8106719,227.3108737,10.9725042,11.104251,12.09791354,810.9877899,NO
Morena,2022,31.8415018,2,3.01878,4,14.06267698,51.278326,254.6092396,226.9310416,155.9675961,143.5347574,11.391469,12,910.6353885,NO
Mulugu,2022,43.404195,2,3.00187659,11.79884851,32.32998289,212.1807544,749.442421,409.0014121,278.8634658,73.50414939,11.03901079,14.13631465,1840.702431,NO
Mumbai City,2022,0,0,0,0,0,0,0,314.0114491,490.4062472,175.42702,11,12.05404382,1002.89876,NO
Mumbai Suburban,2022,2.6440382,2,3,4,8.128314,367.905987,1574.475446,347.3635395,711.514266,0,11,12.24044134,3044.272032,YES
Mungeli,2022,23.67753,17.92136752,6.587289,7.9732351,23.11114667,202.0297733,432.1629319,441.6207503,138.1242938,60.9997085,11,12.6069228,1377.814949,NO
Munger,2022,6.586467,36.8296066,3,7.32638038,65.1857986,154.800899,65.81027764,147.9665821,221.3478977,138.005837,11.0027176,12.1100107,869.9724743,NO
Murshidabad,2022,12.17759738,44.8737694,3.3934817,15.53236248,111.6827384,54.41800843,94.84625164,161.5267756,211.259012,75.2365801,11.0003401,12.51134607,808.4582633,NO
Muzaffarabad,2022,102.9713802,69.4116843,49.978214,52.7011928,65.9137894,97.9769488,73.4047788,170.0971591,43.10684281,11.2405122,122.5336267,17.80633402,877.1424631,NO
Muzaffarnagar,2022,138.2548115,52.7976948,3,4.107074,55.05563647,89.489271,124.9944645,146.7664095,190.159937,155.544632,11.248721,12.00337381,983.4220256,NO
Muzaffarpur,2022,3.9622497,25.00149186,3,12.15431,148.6319236,182.412478,150.8802338,249.1520306,233.0123631,76.81023734,11,12.23465881,1108.251977,NO
Mysuru,2022,1.4066875,2.177939,27.7094697,85.78426734,285.8542365,113.6549241,216.205175,317.7840286,115.5235093,105.3609429,32.31297076,36.26062246,1340.034773,NO
Nabarangapur,2022,0,0,0,0,0,0,0,0,0,64.21142455,0,0,64.21142455,NO
Nabarangpur,2022,72.94258994,2.01230914,3.010091,20.71625883,52.59350843,132.0675057,445.8130858,569.56481,195.7519208,0,11.01523656,12.62371415,1518.11103,NO
Nadia,2022,16.48406644,31.151152,3,5.75231,132.2587424,76.5651811,89.21968,135.0639801,171.9381912,59.6793721,11.00001131,12.02207948,744.1347661,NO
Nagaon,2022,32.0936496,43.96955415,31.425554,266.6219701,351.6708447,489.344365,294.180511,254.596427,165.3685596,167.13654,11.15120304,13.3588674,2120.918046,NO
Nagapattinam,2022,110.2572627,87.887817,26.8713682,54.329932,32.66060147,15.80034201,62.28324997,99.90882065,114.7013381,46.53873274,270.883215,152.2512249,1074.373905,NO
Nagarkurnool,2022,19.64898872,2,6.07580642,12.42461368,56.9882098,113.7217285,241.6037823,200.9518778,134.702094,116.18355,12.59394163,28.66416889,945.5587618,NO
Nagaur,2022,39.1674476,2.548235,6.868513,4.665854,13.53146105,80.61053401,285.930621,112.7875638,19.94565788,24.7644733,11.84615498,12,614.6665157,NO
Nagpur,2022,22.18277,3.2711574,3.0732282,4.0000434,8.907990072,127.2749848,632.82607,483.8997872,309.5911752,82.8325637,11.00674205,12.90831726,1701.774829,NO
Nainital,2022,99.20594537,49.9440798,3.397034,5.49307737,80.2003119,126.3196962,241.6574091,352.6646767,272.016483,256.288709,11.33072587,12.10185694,1510.620005,NO
Nalanda,2022,15.5780963,34.315312,3,8.43338,50.58987732,102.4544941,105.6258613,220.5058411,185.5851422,90.3452463,11,12.03562065,839.4688712,NO
Nalbari,2022,16.6697936,59.746877,66.866375,353.784917,406.9256495,1029.162448,203.683228,193.0450591,115.3928862,136.888749,11.29213383,12.10044536,2605.558562,NO
Nalgonda,2022,57.569964,2,3.56639,5.3961963,38.71808182,79.15597436,248.8092874,193.7848947,142.7939339,87.35474324,12.59623999,26.77074786,898.5164535,NO
Namakkal,2022,12.5341416,2.421642,19.02770891,66.65841535,89.12002165,104.8566569,145.0178595,239.3963064,94.28360052,112.7634598,64.261089,59.56310529,1009.904007,NO
Namsai,2022,53.581574,70.298612,76.053582,590.182711,411.3190184,497.5920928,309.9877181,303.1120201,150.1716089,111.6768,11.02009654,27.66131795,2612.657152,NO
Nanded,2022,7.1524089,2.0520854,3.03505001,4.9503992,19.38732243,181.6005558,773.85266,243.0848971,228.8140602,84.56036075,11.01426588,12.34960022,1571.853666,NO
Nandurbar,2022,4.6188201,2,3.788718,4,5,88.65629905,393.893122,244.0993202,191.59231,77.91347244,11.0123793,20.09445001,1046.668891,NO
Narainpur,2022,0,0,0,0,0,0,0,0,0,55.3744632,0,0,55.3744632,NO
Narayanpet,2022,8.9939358,2,6.368352,23.9932244,66.96845966,80.46426876,277.205606,288.1892194,122.0237245,119.18933,11.45585194,16.32467084,1023.176643,NO
